title,,is_phone,company,model,storage,name
Samsung Galaxy J2 core J260M Factory Unlocked,,0,,,,karma
T-Mobile - iPhone 8 Plus - RED - 256GB,,0,,,,karma
Samsung Galaxy S5 Verizon 16GB,,0,,,,karma
Samsung Galaxy S5 Verizon 16GB,,1,dell,axim x5 hc01u,,karma
Samsung Galaxy S5 Verizon 16GB,,1,apple,iphone 7,,karma
Iphone 7-Plus 32GB (T-mobile),,1,apple,iphone 7,,karma
LG G5 TMobile 32GB,,1,apple,iphone 7,,karma
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,,1,apple,iphone 7,,karma
Galaxy s9 plus new UNLOCKED,,1,apple,iphone 6s,16gb,karma
Selling Pink/Purple Note 9 New in Box T-Mobile 512GB,,0,,,,karma
iPhone X 256 gb,,1,apple,iphone 7,32gb,karma
Money for your iphone,,1,apple,iphone 8,64gb,karma
Samsung Galaxy S9,,1,apple,iphone xs max,,karma
T-Mobile - iPhone 8 Plus - 256GB - RED,,0,,,,karma
UNLOCK UR PHONE ANY IPHONE IN 5 MINS @Airtec 410 S CLARK,,0,,,,karma
Apple iPhone 7 128GB RED & White Factory UNLOCKED Brand NEW IN BOX Accessories,,0,,,,karma
iPhone 7 128GB JET BLACK Factory UNLOCKED NEW IN BOX Sealed Accessories,,1,samsung,galaxy express 3,,karma
Apple iPhone 7 32GB MATTE BLACK Factory UNLOCKED NEW IN BOX Sealed Accessories,,1,motorola,moto x,,karma
Apple iPhone 8 64GB BLACK Factory UNLOCKED *NEW IN BOX* Sealed Accessories,,1,samsung,galaxy s6,,karma
iPhone 7+ Plus 128GB JET BLACK NEW IN BOX Factory UNLOCKED w/ Sealed Accessories,,0,,,,karma
Apple iPhone 7+ 128GB Matte BLACK Factory UNLOCKED Like NEW W/ BOX Accessories,,1,apple,iphone 6s,32gb,karma
Samsung Galaxy J3 pro J330F Factory Unlocked GSM cell phone,,0,,,,karma
Apple iPhone 7+ Plus 128GB JET BLACK Factory UNLOCKED Like NEW BOX Accessories,,0,,,,karma
Ipads and tablets,,0,,,,karma
OtterBox Phone Case For Samsung Galaxy S6 Edge color Aqua Sky,,1,lg,k7 k330,8gb,karma
Samsung Galaxy Tab 2 (7-Inch),,1,samsung,galaxy note 8,,karma
iphone XS 256Gb Brand new,,1,google,nexus 6,32gb,karma
Samsung Galaxy S7,,0,,,,karma
IPHONE XS MAX SAMSUNG NOTE9 NEW PHONES HERE@AIRTEC 410 S CLARK...,,1,apple,iphone xs,,karma
IPHONES GSM PHONES LIKE GALAXY S8 HTC M10 LG V20 AND MORE @AIRTEC,,0,,,,karma
IMEI CLEANING&UNLOCK UR PHONE @airtec 410 S CLARK,,1,apple,iphone 7,,karma
"A wide variety of Android phones for sale Lg,Huawei,ZTE,Samsung+Apple",,1,apple,iphone 5c,,karma
PHONE @airtec 410 S CLARK,,0,,,,karma
UNLOCK BUY SELL AND TRADE IN UR PHONELaptop @AIR TEC WIRELESS,,0,,,,karma
"A wide variety of Android phones for sale Lg,Huawei,ZTE,Samsung+Apple",,1,apple,iphone 6s,32gb,karma
Unlocked Google Pixel XL 128GB android phone,,1,lg,stylo 2,,karma
"BLACKBERRY ""7"" 16GB PLAYBOOK",,1,apple,iphone 4,,karma
IHIP App2 Wireless Bluetooth Earbuds,,0,,,,karma
WE ARE TAKING BOOST MOBILE PAYMENTS PAYMENTS,,0,,,,karma
Apple iPhone 6 Plus - 16GB UNLOCKED,,1,samsung,galaxy note 8,64gb,karma
Verizon iPhone 8 Plus - Space Gray - 256GB,,0,,,,karma
Verizon iPhone 8 Plus - Space Gray - 256GB,,1,samsung,galaxy s7,32gb,karma
Boost samsung j7 perx,,0,,,,karma
2 galaxy phones for sale,,1,apple,iphone 6,16gb,karma
Alcatel fierce 4 for Metro Pcs,,1,apple,iphone xs max,256gb,karma
Unlocked Google Pixel 2 XL 128GB - Black,,1,apple,iphone x,256gb,karma
WE ARE TAKING BOOST MOBILE PAYMENTS PAYMENTS,,1,apple,iphone 8 plus,64gb,karma
Unlocked Google Pixel 2 XL 128GB - Black,,1,lg,d850,32gb,karma
Samsung Galaxy s8,,1,samsung,galaxy s6,32gb,karma
IPHONE 7 256GB,,1,lg,lucid,,karma
One plus 6T,,0,,,,karma
"Computer, Laptops, Cell Phone SELL&Repair@AIRTEC 410 S CLARK!",,1,nokia,3200b,,karma
Ipads and tablets on sale @AIRTEC WIRELESS 410S CLARK,,1,apple,iphone 7,128gb,karma
iPhone 7 rose gold 128gb,,1,apple,iphone 7,128gb,nitin
NEXUS 5X 32gb Unlocked,,1,google,nexus 5x,32gb,nitin
New Verizon Samsung Galaxy Note 8 (factory unlocked),,1,samsung,galaxy note 8,,nitin
Apple iPhone 6s Plus,,1,apple,iphone 6s plus,,nitin
Galaxy s6 edge Plus - AT&T,,1,samsung,galaxy s6,,nitin
Blackberry TOUR 9630 Verizon Phone,,1,blackberry,tour 9630,,nitin
Blackberry PEARL Verizon Phone with accessories,,1,blackberry,pearl,,nitin
iPhones 6 Plus,,1,apple,iphone 6 plus,,nitin
For Motorola Moto Z3 Hard Protective Case Cover+Tempered Glass Screen,,0,,,,nitin
Mophie wireless charging base,,0,,,,nitin
tech21 Evo Tactical LG G4 Phone Case Black,,0,,,,nitin
buying,,0,,,,nitin
buying,,0,,,,nitin
OnePlus 2 64GB Sandstone Black (Excellent Shape),,1,oneplus,2,64gb,nitin
iPhone 8 Plus Unlocked,,1,apple,iphone 8 plus,,nitin
Google Pixel 2 XL64GB Unlocked,,1,google,pixel,64gb,nitin
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,,0,,,,nitin
iPhone 6 Plus iOS 8.4 (Rare),,1,apple,iphone 6 plus,,nitin
iPhone 6S Plus,,1,apple,iphone 6s plus,,nitin
iPhone 6 Verizon AT&T T-Mobile,,1,apple,iphone 6,,nitin
Iphone 6 plus,,1,apple,iphone 6 plus,,nitin
Apple earphones,,0,,,,nitin
OnePlus 3 or 3T Snap-on cases & Tempered Glass Screen Protector,,0,,,,nitin
Scosche Cell & Tablet Magic Mount BRAND NEW - Unopened Package,,0,,,,nitin
Att IPhone XS Max 256gb Brand New,,1,apple,iphone xs,256gb,nitin
Not Unlocked ready to be activated Iphone XS Max 256 gb silver,,1,apple,iphone xs,256gb,nitin
Iphone 7 128GB GSM/CDMA Unlocked Tmobile AT&T Verizon,,1,apple,iphone 7,128gb,nitin
2017 MacBook Pro 13,,0,,,,nitin
New Galaxy S8 Plus Verizon Unlocked,,1,samsung,galaxy s8 plus,,nitin
iPhone XS Max 256GB Space Gray,,1,apple,iphone xs max,256gb,nitin
New Apple iPhone Xs Max 256GB NOT Unloked,,1,apple,iphone xs max,256gb,nitin
Rocketfish 7 Plug Power Surge Protector,,0,,,,nitin
Apple iPhone 7 - 32GB - Rose Gold (Unlocked),,1,apple,iphone 7,32gb,nitin
iPhone 6s Silver 64gb New Battery,,1,apple,iphone 6s,64gb,nitin
Like New Iphone 6s Plus Att 128g,,1,apple,iphone 6s,128gb,nitin
"Galaxy J3 Prime, like new with original box. newest (SM-J327T)",,1,samsung,galaxy j3 prime,,nitin
Metropcs iPhone 6s 32gig,,1,apple,iphone 6s,32gb,nitin
Boost Hydro Cell Phone Brand New in Box,,0,,,,nitin
iPhone X unlocked 256gb,,1,apple,iphone x,256gb,nitin
CELL SMARTPHONE/NEW,,0,,,,nitin
CELL SMARTPHONE/NEW,,0,,,,nitin
"**LG X-CHARGE W/CASE, LIGHTNING CABLE & CHARGER IN PERFECT CONDITION**",,0,,,,nitin
SAMSUNG GALAXY NOTE 8 CASES (BRAND NEW),,0,,,,nitin
Samsung Galaxy Avant G386T (T-Mobile),,1,samsung,galaxy avant g386T,,nitin
"Brand New LG Optimus L9 Cell Phone Protection Case , L9.",,0,,,,nitin
Samsung Galaxy Note8 OTTER BOX Protective case (NEW),,0,,,,nitin
!7 8+ X XS Xmax and S8 S9 note9 (WANTED),,0,,,,nitin
X-Doria Defense Lux Cell Phone Case,,0,,,,nitin
"Mophie Battery Case For iPhone 7,8 Plus",,0,,,,nitin
Duracell 852-0257 USB Lithium Ion PowerSource Mini For Cell Phones,,0,,,,nitin
Samsung Galaxy S6 32GB (MetroPCS) G920T,,1,samsung,galaxy s6,32gb,nitin
iPhone 6 Factory Unlocked 16gb,,1,apple,iphone 6,16gb,nitin
IPhone 5s,,1,apple,iphone 5s,,nitin
Sprint/ Virgin Mobile Phone w/$403 Fully Transferable,,0,,,,nitin
Verizon IPhone 7 Plus 128G,,1,apple,iphone 7 plus,128gb,nitin
iPhone 6 16gb Gold Factory Unlocked,,1,apple,iphone 6,16gb,nitin
Red iPhone 8 64gb Verizon like new,,1,apple,iphone 8,64gb,nitin
"**NOKIA NOTE 6.1 - TA1045 - CASE, LIGHTING CABLE, CHARGER - UNLOCKED**",,1,nokia,note 6.1,,nitin
New Staples 22213 Dual device rapid vehicle charger,,0,,,,nitin
Unlocked iPhone 7 128g Rose Gold Mint Condition,,1,apple,iphone 7,128gb,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,,1,apple,iphone 7,128gb,nitin
HTC u11 Unlocked Mint condition,,1,htc,u11,,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,,1,apple,iphone 7,128gb,nitin
IPHONE 7 128GB ROSE GOLD UNLOCKED - LIKE NEW CONDITION,,1,apple,iphone 7,128gb,nitin
iPhone 7 plus,,1,apple,iphone 7 plus,,nitin
"Galaxy S6 , Verizon , Mint",,1,samsung,galaxy s6,,nitin
I phone 6,,1,apple,iphone 6,,nitin
iPhone 6 Broken Screen Replacement cheap,,0,,,,nitin
i-Pad & i-Phone Glass Change for Cheap,,0,,,,nitin
iPhone iPad Samsung Screen LCD Battery Repair 8/8+ 7/7+ /6S/6+ /5S,,0,,,,nitin
IPHONE XS MAX SAMSUNG NOTE9 NEW PHONES HERE@AIRTEC 410 S CLARK...,,0,,,,nitin
iPhone 6s,,1,apple,iphone 6s,,nitin
iPhone 7,,1,apple,iphone 7,,nitin
5 iPhone charger,,0,,,,nitin
iPhone 6s Plus 128 GB ATT,,1,apple,iphone 6s,128gb,nitin
BRAND NEW SAMSUNG S9,,1,samsung,galaxy s9,,nitin
iPhone 8 LCD Re-pair Best Price,,0,,,,nitin
Sandisk 64gb micro sd,,0,,,,nitin
iPhone 8 Plus 256GB Unlocked,,1,apple,iphone 8 plus,256gb,nitin
Apple Watch Series 3 GPS+LTE 42MM,,0,,,,nitin
Simple mobile by t mobile lg x phone 4g LTE New Retails 70.00 Our pric,,1,lg,x,,nitin
At&t prepaid unlimited talk &text lg b470 Retails 20.00 Our price 10.0,,0,,,,nitin
Verizon mobile hotspot ellipsis jetpack Retails 40 Our price 20,,0,,,,nitin
Jambra WAVE Bluetooth headset,,0,,,,nitin
Huawei watch 2 classic like new,,0,,,,nitin
"NEW SAMSUNG GALAXY A8, BLACK, 64GB, (UNLOCKED)",,1,samsung,galaxy a8,64gb,nitin
"NEW SAMSUNG GALAXY A6, 32GB, DUAL SIM, (UNLOCKED)",,1,samsung,galaxy a6,32gb,nitin
"NEW LG K8, (UNLOCKED)",,1,lg,k8,,nitin
"iPhone 6 Plus Case,iPhone 6S Plus Case Hundromi Iphone 6 6S Plus Plast",,0,,,,nitin
Slide Case For iPhone XR/XS Max Shockproof Cardholder Wallet Designed,,0,,,,nitin
"NEW SAMSUNG GALAXY A6+, 32GB, GOLD, (UNLOCKED)",,1,samsung,galaxy a6 plus,32gb,nitin
iPhone X 64gb Unlocked Model Space Grey Mint Condition,,1,apple,iphone x,64gb,nitin
seven 8 8plus X XR Xmax S8 S9((Top buyer),,0,,,,nitin
Samsung Galaxy Note 9,,1,samsung,galaxy note 9,,nitin
Samsung Galaxy Note 9,,1,samsung,galaxy note 9,,nitin
Samsung Galaxy Note 9,,1,samsung,galaxy note 9,,nitin
*^* Brand New SEALED LG V40 ThinQ w/B&O Play Headset - Unlocked! *^*,,1,lg,v40,,nitin
I-Phone 6-7-8 Screen fix 4 Cheap,,0,,,,nitin
iPhone & iPad Cracked Screen Change Fast,,0,,,,nitin
iPhone Broken Screen Replacement reasonable,,0,,,,nitin
Galaxy & iPhone Screen Re-pair in Best Rate,,0,,,,nitin
////lg v10\\\\,,1,lg,v10,,nitin
*^* Brand New Unlocked Google Pixel 2; Including Accessories! *^*,,0,,,,nitin
*^* Brand New Unlocked Google Pixel 2; includes Accessories! *^*,,0,,,,nitin
Apple IPhones + Samsung's lcd replacent while u wait,,0,,,,nitin
iphone 6 uNlocked (Verizon) + ATT Tmobile Cricket MetroPCS + Worldwide,,0,,,,nitin
Custom Cell Phone Stands,,0,,,,nitin
Samsung Galaxy S7 Edge Gold 32GB - SM-G935V Verizon 4G LTE Smartphone,,1,samsung,galaxy s7,32gb,nitin
*^*Brand New SEALED LG V40 ThinQ w/B&O Play Headset - UNLOCKED!*^*,,1,lg,v40,,nitin
Unlocked Samsung Galaxy Note 5,,1,samsung,galaxy note 5,,nitin
Unlocked Samsung Galaxy S7,,1,samsung,galaxy s7,,nitin
Unlocked Samsung Galaxy S6 Edge,,1,samsung,galaxy s6,,nitin
Unlocked Samsung Galaxy S6,,1,samsung,galaxy s6,,nitin
Unlocked Samsung Galaxy S5,,1,samsung,galaxy s5,,nitin
Verizon Wireless Universal Vehicle Charger,,0,,,,nitin
Blackberry chargers/batteries/USB Cable,,0,,,,nitin
Unlocked iPhone 7,,1,apple,iphone 7,,nitin
Unlocked iPhone 6s,,1,apple,iphone 6s,,nitin
Unlocked iPhone 6 128GB,,1,apple,iphone 6,128gb,nitin
Unlocked iPhone 6,,1,apple,iphone 6,,nitin
Unlocked iPhone 5s 32GB,,1,apple,iphone 5s,32gb,nitin
Unlocked iPhone 5c,,1,apple,iphone 5c,,nitin
Unlocked iPhone 5C 5 5S 6 6+ 6S 6S+ 7,,0,,,,nitin
Unlocked Samsung Galaxy S4 S5 S6 S6 Edge S7 Note 5,,0,,,,nitin
FENDER SQUIER STRATOCASTER MILLER GENUINE DRAFT BEER GUITAR,,0,,,,nitin
Apple Watch Series 3(GPS+Cellular) - with care Till February 2020,,0,,,,nitin
COOL SMALL PHONE,,0,,,,nitin
Blackberry cell phones and accessories,,0,,,,nitin
Lifeproof FRƒí Waterproof Case for iPhone 6/6S,,0,,,,nitin
Samsung Galaxy S7 Edge Blue 32GB + 128GB Flash AT&T,,1,samsung,galaxy s7,32gb,nitin
Samsung Galaxy Note 5,,1,samsung,galaxy note 5,,nitin
iPHONE 7 PLUS for sale!!! Nearly PERFECT condition,,1,apple,iphone 7 plus,,nitin
IPHONE 7 PLUS for sale!!! Nearly PERFECT condition,,1,apple,iphone 7 plus,,nitin
Selling Silver iPHONE 6S Plus UNLOCKED Any Carrier 32GB Good Condition,,1,apple,iphone 6s,32gb,nitin
Tracfones Prepaid Cellular Phones,,0,,,,nitin
Samsung S7,,1,samsung,galaxy s7,,nitin
Wanted iPhones,,0,,,,nitin
***Iphone 7 plus 32GB - Matte Black***,,1,apple,iphone 7 plus,32gb,nitin
SAMSUNG Galaxy S6 Edge Cell Phone Unlocked. Cracked Screen. $135 OBO,,1,samsung,galaxy s6,,nitin
IPHONE SE 16GB,,1,apple,iphone se,16gb,nitin
iPhone 6s 16GB Rose Gold. Unlocked. Like New. Everything In Box. $250,,1,apple,iphone 6s,16gb,nitin
Motorola Droid RAZR XT912 | Verizon Service,,1,motorola,droid razr xt912,,nitin
New iPhone 7+ car bounding kit,,0,,,,nitin
Samsung Galaxy Note SH-VE160S,,1,samsung,galaxy note,,nitin
iPhone 7 UNLOCKED 32GB with box and case,,1,apple,iphone 7,32gb,nitin
iPhone 7 UNLOCKED 32GB with box and case,,1,apple,iphone 7,32gb,nitin
T-Mobile and AT&T Cell Phone Plan /SIM Card for iPhone & Android Phone,,0,,,,nitin
T-Mobile and AT&T Cell Phone Plan /SIM Card for iPhone & Android Phone,,0,,,,nitin
Lifeproof FRE SERIES iPhone 6 Plus Plus Waterproof Case,,0,,,,nitin
"Cases Otter Box to IPhone 7 Plus , 8 pls",,0,,,,nitin
Samsung Gear VR Oculus - Black **UNOPENED**,,0,,,,nitin
Vtech New DS6722-3 Handset Connects to Cell Answering System,,0,,,,nitin
2 unlocked mint iPhone 4S and 1 new motorola moto e4,,0,,,,nitin
samsung galaxy s 9 plus like new,,1,samsung,galaxy s9 plus,,nitin
Google Pixel 2 XL w/Apple Airpods & 4 Cases,,1,google,pixel 2 xl,,nitin
Samsung S3 Frontier LTE (unlocked),,1,samsung,galaxy s3,,nitin
Apple Watch series 1,,0,,,,nitin
iPhone X 256gb unlocked,,1,apple,iphone x,256gb,nitin
Kyocera Hydro Shore AT&T cellphone,,0,,,,nitin
Apple iPhone X Grey 256GB Tmobile Great Condition,,1,apple,iphone x,256gb,nitin
iPhone XR 64 GB,,1,apple,iphone xr,64gb,nitin
LG G5 smart phone,,1,lg,g5,,nitin
Samsung Note 8 Tmobile,,1,samsung,galaxy note 8,,nitin
iPhone XR 64GB,,1,apple,iphone xr,64gb,nitin
Cell & iPad holder,,0,,,,nitin
Bluetooth,,0,,,,nitin
Plantronics Voyager Pro 5200 Bluetooth,,0,,,,nitin
Apple iPhone 7 32GB ROSE GOLD Brand NEW IN BOX Factory UNLOCKED w Accessories,,1,apple,iphone 7,32gb,nitin
Apple iPhone 7 128GB JET BLACK Factory UNLOCKED Brand NEW in BOX w/ Accessories,,1,apple,iphone 7,128gb,nitin
iPhone 6s 64GB Unlocked Like New Space Gray,,1,apple,iphone 6s,64gb,nitin
Samsung Galaxy S7,,1,samsung,galaxy s7,,nitin
LG G6 4G LTE 32GB Factory Unlocked,,1,lg,galaxy g6,32gb,nitin
Brand New Sealed Iphone XR - 64gb - White gsm unlocked,,1,apple,iphone xr,64gb,nitin
HTC ONE - 4G LTE - Smartphone üì± (Verizon Wireless) Obo!,,1,htc,one,,nitin
OtterBox Commuter Case for Samsung Galaxy Note 5 - Purple *Cover OEM,,0,,,,nitin
Brand New Sealed Iphone XR - 64gb - White,,1,apple,iphone xr,64gb,nitin
T-Mobile IPhone X 256gb,,1,apple,iphone x,256gb,nitin
Alcatel Pixi 4 (6),,0,,,,nitin
New cell phone cases,,0,,,,nitin
Pixel 3 XL Google Fiber Case,,0,,,,nitin
NEW ORIGINAL Samsung GALAXY S7 S VIEW COVER case,,0,,,,nitin
"Samsung Galaxy Note 4 White- Otterbox Case Included, And More",,1,samsung,galaxy note 4,,nitin
Smallest phone in the world,,0,,,,nitin
Verizon LG Lucid,,1,lg,lucid,,nitin
iPod Touch 128 gb 6 gen (like New) White,,0,,,,nitin
Apple iPhone 8 Plus - 256GB - Silver (Verizon) A1864 (CDMA + GSM),,1,apple,iphone 8 plus,256gb,nitin
"‚Ä¢*‚Ä¢*""*‚Ä¢‚ñ∫Cell phone issues? WeFixPhones has ur SOLUTIONS",,0,,,,nitin
Apple iPhone X - 256Gb- Space Gray (Verizon) a1865 (CDMA + GSM),,1,apple,iphone x,256gb,nitin
Samsung Galaxy S9 64GB Factory Unlocked,,1,samsung,galaxy s9,64gb,nitin
Samsung Galaxy S9+ Factory Unlocked,,1,samsung,galaxy s9 plus,,nitin
Samsung Galaxy S9 64 GB Unlocked,,1,samsung,galaxy s9,64gb,nitin
Iphone 5 32 GB,,1,apple,iphone 5,32gb,nitin
"NEW SAMSUNG GALAXY S7, BLACK, SPRINT & BOOST MOBILE",,1,samsung,galaxy s7,,nitin
Samsung galaxy S9 unlocked Mint,,1,samsung,galaxy s9,,nitin
Samsung Galaxy s9,,1,samsung,galaxy s9,,nitin
Samsung Galaxy s9,,1,samsung,galaxy s9,,nitin
I phone7 plus 128gb unlucked,,1,apple,iphone 7 plus,128gb,nitin
Brand New iPhone X unlocked Verizon,,1,apple,iphone x,,nitin
Switch to Cricket!Cambiese a cricket!,,0,,,,nitin
iPhone 6s 64GB Gold AT&T Unlocked,,1,apple,iphone 6s,64gb,nitin
Samsung S8 Active (T Mobile),,1,samsung,galaxy s8,,nitin
